,terms,sentiment,polarity
845,alb,positive,0.8571428571428571
846,alba,negative,0.36363636363636365
847,albania,positive,1.0
848,albanian,positive,0.625
849,albany,negative,0.3333333333333333
850,albeit,positive,0.6283422459893048
851,albeniz,positive,1.0
852,albert,positive,0.697841726618705
853,alberta,negative,0.4
854,alberto,positive,0.6571428571428571
855,albertson,negative,0.5
856,albiet,negative,0.3
857,albino,negative,0.0
858,albright,negative,0.14285714285714285
859,album,positive,0.6666666666666666
860,albums,positive,0.9117647058823529
861,albuquerque,positive,0.8666666666666667
862,alcatraz,negative,0.1724137931034483
863,alchemy,negative,0.35714285714285715
864,alcohol,negative,0.5025380710659898
865,alcoholic,negative,0.47641509433962265
866,alcoholics,negative,0.35294117647058826
867,alcoholism,positive,0.7142857142857143
868,alda,negative,0.2903225806451613
869,alden,negative,0.3333333333333333
870,aldo,positive,0.7058823529411765
871,aldolpho,negative,0.0
872,aldrich,negative,0.5
873,aldridge,negative,0.0
874,aldrin,negative,0.36363636363636365
875,ale,positive,0.9666666666666667
876,alec,positive,0.5454545454545454
877,aleck,positive,0.6428571428571429
878,alecky,negative,0.3333333333333333
879,alejandra,positive,1.0
880,alejandro,positive,0.8253968253968254
881,alekos,positive,1.0
882,aleksandr,positive,0.7692307692307693
883,aleksei,positive,1.0
884,aleksey,positive,1.0
885,alert,negative,0.4055299539170507
886,alerted,positive,0.6
887,alerting,positive,0.625
888,alerts,negative,0.5
889,alessandra,positive,0.8
890,alessandro,positive,0.6666666666666666
891,alex,positive,0.5155963302752293
892,alexa,negative,0.09090909090909091
893,alexander,positive,0.7205387205387206
894,alexandr,positive,1.0
895,alexandra,negative,0.46296296296296297
896,alexandre,positive,0.7522935779816514
897,alexei,positive,0.75
898,alexis,positive,0.7674418604651163
899,alexondra,positive,0.7142857142857143
900,alf,positive,0.625
901,alfalfa,positive,1.0
902,alfie,negative,0.16666666666666666
903,alfio,positive,1.0
904,alfonse,positive,1.0
905,alfonso,positive,0.7692307692307693
906,alfre,positive,0.7142857142857143
907,alfred,positive,0.6979591836734694
908,alfredo,negative,0.15
909,alger,positive,0.8333333333333334
910,algeria,positive,0.625
911,algerian,negative,0.25
912,algie,negative,0.0
913,algiers,negative,0.4666666666666667
914,algren,positive,1.0
915,ali,negative,0.4918918918918919
916,alias,negative,0.3333333333333333
917,aliases,negative,0.25
918,alibi,positive,0.7413793103448276
919,alibis,positive,1.0
920,alice,positive,0.6625
921,alices,negative,0.2857142857142857
922,alicia,positive,0.6131386861313869
923,alida,negative,0.4
924,alien,negative,0.351555136663525
925,alienate,positive,0.7857142857142857
926,alienated,positive,0.6779661016949152
927,alienates,negative,0.25
928,alienating,negative,0.3611111111111111
929,alienation,positive,0.7368421052631579
930,alienator,negative,0.0
931,aliens,negative,0.2887700534759358
932,alight,positive,0.6923076923076923
933,align,positive,0.5454545454545454
934,aligned,positive,0.7777777777777778
935,alignment,negative,0.4
936,aligns,negative,0.5
937,alik,positive,1.0
938,alike,positive,0.5953757225433526
939,alimony,positive,0.6470588235294118
940,aline,negative,0.5
941,alisan,positive,1.0
942,alisha,positive,1.0
943,alison,positive,0.6973684210526315
944,alissia,positive,1.0
945,alistair,positive,0.7222222222222222
946,alittle,positive,1.0
947,alive,negative,0.5016891891891891
948,alix,negative,0.0
949,alja,negative,0.0
950,alka,positive,0.7142857142857143
951,alla,positive,0.8
952,allah,positive,0.7619047619047619
953,allan,positive,0.5411764705882353
954,allana,positive,1.0
955,allegation,negative,0.25
956,allegations,positive,0.6470588235294118
957,alleged,negative,0.26851851851851855
958,allegedly,negative,0.3333333333333333
959,allegiance,positive,0.6190476190476191
960,allegiances,positive,0.6666666666666666
961,allegorical,positive,0.7906976744186046
962,allegories,positive,0.625
963,allegory,positive,0.5571428571428572
964,allegra,positive,1.0
965,allen,positive,0.5623409669211196
966,allende,negative,0.2903225806451613
967,allens,positive,0.5625
968,allergic,negative,0.2571428571428571
969,allergy,negative,0.3333333333333333
970,alles,negative,0.0
971,alleviate,negative,0.4117647058823529
972,alley,negative,0.41935483870967744
973,alleys,negative,0.37037037037037035
974,alleyway,negative,0.25
975,alleyways,positive,0.8
976,allgood,negative,0.25
977,alliance,positive,0.6185567010309279
978,alliances,positive,0.5217391304347826
979,allied,negative,0.4868421052631579
980,allies,negative,0.5
981,alligator,negative,0.16417910447761194
982,alligators,positive,0.6363636363636364
983,allison,positive,0.6538461538461539
984,allo,negative,0.3333333333333333
985,allocated,negative,0.3333333333333333
986,allot,positive,0.7857142857142857
987,alloted,positive,0.6
988,allotted,negative,0.3076923076923077
989,allow,negative,0.46805555555555556
990,allowance,positive,0.5384615384615384
991,allowances,negative,0.5
992,allowed,negative,0.49334945586457074
993,allowing,positive,0.5656565656565656
994,allows,positive,0.7288732394366197
995,alloy,negative,0.4
996,allport,negative,0.375
997,allred,negative,0.0
998,allright,negative,0.25
999,alls,negative,0.25
1000,allthough,negative,0.5
1001,alltime,positive,0.6666666666666666
1002,allude,positive,0.6875
1003,alluded,positive,0.5405405405405406
1004,alludes,negative,0.45
1005,alluding,positive,0.7333333333333333
1006,allure,positive,0.5909090909090909
1007,alluring,positive,0.6756756756756757
1008,allusion,positive,0.6571428571428571
1009,allusions,positive,0.5517241379310345
1010,allwyn,positive,1.0
1011,ally,negative,0.41025641025641024
1012,allyson,negative,0.47619047619047616
1013,alm,positive,1.0
1014,alma,negative,0.3548387096774194
1015,almasy,positive,0.7096774193548387
1016,almeida,negative,0.4166666666666667
1017,almereyda,negative,0.4
1018,almeria,positive,1.0
1019,almghandi,negative,0.5
1020,almighty,negative,0.42142857142857143
1021,almod,negative,0.25
1022,almodovar,negative,0.42857142857142855
1023,almodovars,positive,1.0
1024,almondine,positive,1.0
1025,aloha,positive,1.0
1026,alois,negative,0.0
1027,alok,positive,0.8636363636363636
1028,alon,positive,0.8
1029,alongside,positive,0.5541125541125541
1030,alongwith,negative,0.4
1031,alonso,positive,0.6666666666666666
1032,alonzo,positive,0.8
1033,aloof,positive,0.6440677966101694
1034,aloofness,negative,0.5
1035,alosio,negative,0.0
1036,alot,positive,0.6019417475728155
1037,aloud,negative,0.3829787234042553
1038,alpert,positive,1.0
1039,alpha,negative,0.4166666666666667
1040,alphabet,negative,0.3448275862068966
1041,alphaville,negative,0.3333333333333333
1042,alphonse,positive,1.0
1043,alpine,positive,0.8
1044,alpo,negative,0.2857142857142857
1045,alps,negative,0.3888888888888889
1046,alright,negative,0.24044943820224718
1047,als,positive,0.8571428571428571
1048,alsanjak,negative,0.0
1049,alt,negative,0.047619047619047616
1050,alta,positive,1.0
1051,altagracia,positive,0.8
1052,altair,positive,1.0
1053,altaira,positive,0.8888888888888888
1054,altaire,positive,1.0
1055,altamont,negative,0.0
1056,altar,negative,0.3953488372093023
1057,alter,positive,0.5424836601307189
1058,alteration,positive,0.7777777777777778
1059,alterations,negative,0.46153846153846156
1060,altercation,negative,0.375
1061,altered,negative,0.3841059602649007
1062,altering,positive,0.711864406779661
1063,alterio,positive,1.0
1064,alternate,negative,0.48205128205128206
1065,alternated,positive,0.5714285714285714
1066,alternately,positive,0.5789473684210527
1067,alternates,negative,0.24
1068,alternating,positive,0.575
1069,alternative,positive,0.5657894736842105
1070,alternatively,negative,0.3
1071,alternatives,positive,0.5714285714285714
1072,alters,positive,0.52
1073,altho,negative,0.5
1074,altioklar,negative,0.0
1075,altitude,positive,0.6111111111111112
1076,altman,positive,0.52734375
1077,altmanesque,positive,1.0
1078,altmans,positive,0.6363636363636364
1079,alto,positive,0.75
1080,altogether,negative,0.44
1081,alton,positive,0.5833333333333334
1082,altruism,negative,0.5
1083,altruistic,positive,0.5714285714285714
1084,alucard,negative,0.0
1085,alum,positive,0.875
1086,aluminium,negative,0.05263157894736842
1087,aluminum,negative,0.08695652173913043
1088,alumni,negative,0.375
1089,alun,positive,0.6666666666666666
1090,alva,positive,1.0
1091,alvarado,negative,0.5
1092,alvarez,positive,0.6666666666666666
1093,alvin,positive,0.888
1094,alvy,positive,0.875
1095,alway,positive,0.9333333333333333
1096,alwina,positive,1.0
1097,alyce,positive,1.0
1098,alyn,positive,0.5714285714285714
1099,alyson,positive,0.5555555555555556
1100,alysons,negative,0.0
1101,alyssa,positive,0.7142857142857143
1102,alzheimer,negative,0.38461538461538464
1103,alzheimers,negative,0.16666666666666666
1104,amadeus,negative,0.21951219512195122
1105,amagula,positive,1.0
1106,amalgam,positive,0.7142857142857143
1107,amalgamation,positive,0.8461538461538461
1108,amalia,positive,1.0
1109,amalio,positive,1.0
1110,aman,positive,0.8
1111,amanda,positive,0.5513307984790875
1112,amants,positive,0.8571428571428571
1113,amar,positive,0.9411764705882353
1114,amassed,positive,0.7142857142857143
1115,amateur,negative,0.21686746987951808
1116,amateurish,negative,0.09689922480620156
1117,amateurishly,negative,0.10344827586206896
1118,amateurishness,negative,0.0
1119,amateurism,negative,0.0
1120,amateurs,negative,0.1724137931034483
1121,amati,positive,0.75
1122,amato,positive,0.5263157894736842
1123,amatuer,negative,0.0
1124,amaze,positive,0.6851851851851852
1125,amazed,positive,0.5377358490566038
1126,amazement,positive,0.7
1127,amazes,negative,0.3870967741935484
1128,amazing,positive,0.7950310559006211
1129,amazingly,positive,0.5398230088495575
1130,amazon,positive,0.6781609195402298
1131,amazonian,negative,0.42857142857142855
1132,amazons,negative,0.08333333333333333
1133,ambassador,positive,0.5111111111111111
1134,ambassadors,negative,0.4444444444444444
1135,amber,negative,0.4835164835164835
1136,ambersons,positive,0.75
1137,ambiance,positive,0.5108695652173914
1138,ambience,positive,0.8333333333333334
1139,ambient,negative,0.4318181818181818
1140,ambiguities,positive,1.0
1141,ambiguity,positive,0.6517857142857143
1142,ambiguous,positive,0.7126436781609196
1143,ambiguously,negative,0.3333333333333333
1144,ambition,positive,0.592814371257485
1145,ambitions,positive,0.5673076923076923
1146,ambitious,positive,0.610738255033557
1147,ambivalence,negative,0.5
1148,ambivalent,positive,0.5909090909090909
1149,amble,negative,0.45454545454545453
1150,ambles,negative,0.0
1151,ambling,negative,0.2
1152,ambrose,positive,0.9411764705882353
1153,ambulance,negative,0.30612244897959184
1154,ambulances,negative,0.25
1155,ambush,positive,0.5588235294117647
1156,ambushed,negative,0.5
1157,ambushes,negative,0.42857142857142855
1158,ambushing,positive,0.6
1159,amc,positive,0.6129032258064516
1160,ameche,positive,0.5306122448979592
1161,amelia,negative,0.1
1162,amelie,positive,0.7073170731707317
1163,amelio,positive,1.0
1164,amemiya,positive,0.8
1165,amen,positive,0.5517241379310345
1166,amenabar,positive,0.6410256410256411
1167,amendment,positive,0.6363636363636364
1168,amendments,positive,1.0
1169,amends,positive,0.625
1170,amenities,negative,0.5
1171,america,positive,0.5881663737551259
1172,american,positive,0.5559253096690701
1173,americana,positive,0.8695652173913043
1174,americanised,positive,1.0
1175,americanism,positive,0.6
1176,americanization,positive,0.75
1177,americanize,negative,0.25
1178,americanized,negative,0.5
1179,americans,positive,0.5405105438401776
1180,americas,positive,0.5531914893617021
1181,ames,positive,0.6842105263157895
1182,amfortas,negative,0.4444444444444444
1183,ami,negative,0.35294117647058826
1184,amiable,positive,0.7313432835820896
1185,amiably,negative,0.375
1186,amicable,positive,0.75
1187,amicably,negative,0.5
1188,amick,positive,0.5769230769230769
1189,amicus,positive,0.8108108108108109
1190,amid,positive,0.6179775280898876
1191,amidala,negative,0.25
1192,amidst,positive,0.552
1193,amigo,negative,0.0
1194,amigos,negative,0.4117647058823529
1195,amin,negative,0.15384615384615385
1196,amina,negative,0.0
1197,amir,positive,0.9157894736842105
1198,amirs,positive,1.0
1199,amis,negative,0.4
1200,amish,negative,0.0
1201,amisha,negative,0.0
1202,amiss,negative,0.3684210526315789
1203,amit,negative,0.4
1204,amitabh,negative,0.4
1205,amitabhs,negative,0.25
1206,amitabhz,negative,0.0
1207,amityville,negative,0.42105263157894735
1208,amman,positive,0.6666666666666666
1209,ammo,negative,0.39285714285714285
1210,ammunition,negative,0.3
1211,amnesia,negative,0.37735849056603776
1212,amnesiac,positive,0.5333333333333333
1213,amnesty,positive,0.7272727272727273
1214,amoeba,negative,0.0
1215,amok,negative,0.4235294117647059
1216,amor,positive,0.8823529411764706
1217,amoral,positive,0.5308641975308642
1218,amorality,positive,0.8888888888888888
1219,amore,positive,0.7857142857142857
1220,amores,positive,0.9
1221,amorous,positive,0.75
1222,amorphous,positive,0.6666666666666666
1223,amos,positive,0.7419354838709677
1224,amounted,negative,0.10526315789473684
1225,amounting,positive,1.0
1226,amounts,negative,0.3524229074889868
1227,amour,positive,0.55
1228,amours,positive,0.75
1229,amovie,negative,0.0
1230,amp,positive,0.8571428571428571
1231,ampas,negative,0.5
1232,amped,negative,0.4444444444444444
1233,amphibians,negative,0.4
1234,amphibious,negative,0.5
1235,amphibulos,negative,0.25
1236,amping,positive,0.6
1237,ample,negative,0.44545454545454544
1238,amplified,positive,0.8
1239,amplifies,negative,0.3333333333333333
1240,amplify,positive,0.6666666666666666
1241,amplifying,negative,0.5
1242,amply,positive,0.8333333333333334
1243,amputated,negative,0.5
1244,amputation,negative,0.2857142857142857
1245,amputee,positive,0.5714285714285714
1246,amputees,negative,0.16666666666666666
1247,amrapurkar,positive,1.0
1248,amrish,negative,0.2
1249,amrita,positive,0.8229166666666666
1250,amrohi,positive,0.8461538461538461
1251,amruta,negative,0.2
1252,amsterdam,positive,0.7352941176470589
1253,amuck,negative,0.4
1254,amudha,positive,1.0
1255,amulet,negative,0.2727272727272727
1256,amuse,negative,0.44155844155844154
1257,amused,negative,0.44086021505376344
1258,amusement,positive,0.5485714285714286
1259,amuses,positive,0.7333333333333333
1260,amusing,negative,0.4756302521008403
1261,amusingly,negative,0.5
1262,amy,negative,0.4099616858237548
1263,ana,positive,0.6101694915254238
1264,anachronism,negative,0.3
1265,anachronisms,negative,0.2903225806451613
1266,anachronistic,negative,0.4897959183673469
